icao24;callsign;origin_country;time_position;last_contact;longitude;latitude;baro_altitude;on_ground;velocity;true_track;vertical_rate;sensors;geo_altitude;squawk;spi;position_source
ab1644;UAL1564 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.7487;42.7416;7391.4;False;202.26;256.32;-4.88;;7376.16;3550;False;0
e8027b;LAN579  ;Chile;2025-05-22 22:17:17;2025-05-22 22:20:25;-79.8922;24.9049;6050.28;False;225.69;162.76;8.45;;6492.24;;False;0
801645;AIC2336 ;India;2025-05-22 22:22:04;2025-05-22 22:22:04;91.0397;20.2107;10652.76;False;242.15;122.95;-0.33;;11346.18;0522;False;0
ab6fdd;AAL1134 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.8063;36.4324;7299.96;False;223.35;151.07;-7.48;;7368.54;2342;False;0
8a02ff;CTV353  ;Indonesia;2025-05-22 22:18:47;2025-05-22 22:18:47;112.5586;-7.2468;1501.14;False;120.47;192.08;-2.6;;1562.1;;False;0
a34230;EJA309  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-113.736;37.4599;9883.14;False;239.23;32.08;4.88;;10279.38;;False;0
8744f6;ANA240  ;Japan;2025-05-22 22:22:04;2025-05-22 22:22:04;130.8242;33.3092;4244.34;False;189.66;84.55;10.4;;4450.08;;False;0
ac4963;DAL1244 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-112.5339;41.1924;5608.32;False;209.31;322.09;10.73;;5783.58;3371;False;0
a3ebe2;N3517S  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-104.7027;40.3553;2346.96;False;47.29;67.62;-0.33;;2407.92;;False;0
ab5cd1;FTH831  ;United States;2025-05-22 22:21:59;2025-05-22 22:21:59;-77.4554;38.9366;;True;0.0;132.19;;;;;False;0
a4d879;N411GM  ;United States;2025-05-22 22:20:26;2025-05-22 22:21:09;-89.9215;33.4704;6164.58;False;202.72;88.98;-12.35;;6362.7;;False;0
a58224;N454N   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.8111;37.6781;12192.0;False;217.98;226.63;0.33;;12397.74;;False;0
a36898;DAL1672 ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-113.3104;37.8372;9144.0;False;228.49;196.88;0.0;;9517.38;;False;0
acdfa3;ASA506  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.8639;45.1611;10058.4;False;244.01;105.53;0.0;;9974.58;6417;False;0
a3a578;VJA334  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.4167;31.082;13106.4;False;255.72;147.24;0.0;;13555.98;1705;False;0
abacb1;;United States;2025-05-22 22:21:01;2025-05-22 22:21:04;-85.2807;42.3148;594.36;False;57.77;166.09;1.3;;556.26;;False;0
abacb6;SCX8720 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:05;-82.1022;29.7379;7924.8;False;231.17;161.44;0.33;;8290.56;1571;False;0
a1befc;UAL2328 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-105.2366;41.0506;10972.8;False;221.91;245.34;0.0;;11292.84;7016;False;0
80160e;IGO1448 ;India;2025-05-22 22:22:04;2025-05-22 22:22:04;72.5927;19.562;11574.78;False;224.81;270.26;-0.33;;12275.82;;False;0
a5e550;N4793F  ;United States;2025-05-22 22:22:05;2025-05-22 22:22:05;-123.4971;48.1348;365.76;False;46.48;117.7;-2.93;;396.24;;False;0
ac231f;N881SC  ;United States;2025-05-22 22:18:37;2025-05-22 22:18:37;-118.3414;33.8052;30.48;False;13.12;295.56;0.0;;38.1;;False;0
ad5628;DAL3043 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-80.7834;28.0966;579.12;False;77.04;95.75;-2.93;;601.98;6564;False;0
acdfab;DAL967  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.2516;33.629;906.78;False;88.27;291.18;-1.3;;922.02;3453;False;0
a0e250;;United States;2025-05-22 22:18:41;2025-05-22 22:18:41;-77.5267;32.7218;10058.4;False;254.75;16.42;0.0;;10393.68;;False;0
407a05;EZY82EY ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;13.2379;36.492;4853.94;False;191.9;115.74;-7.8;;5074.92;;False;0
a0f56b;DISCUS4 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-102.4564;33.982;2903.22;False;52.81;54.92;-0.33;;3025.14;;False;0
a2ded8;SWA457  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-85.6425;33.8356;11582.4;False;195.46;248.7;0.0;;11902.44;2134;False;0
ad694c;SWA1716 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-91.824;41.4992;11582.4;False;207.89;262.89;0.0;;11696.7;7340;False;0
a34215;EDV5377 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.2171;33.0185;4556.76;False;179.37;24.21;0.33;;4709.16;3621;False;0
80161e;AKJ173F ;India;2025-05-22 22:22:04;2025-05-22 22:22:04;76.9664;14.9324;9784.08;False;224.87;340.49;4.88;;10340.34;;False;0
a2355d;SKW4178 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-93.1483;44.8506;480.06;False;67.24;301.87;-4.23;;502.92;;False;0
80166c;AIC2018 ;India;2025-05-22 22:22:04;2025-05-22 22:22:04;19.5167;46.7771;11277.6;False;256.9;114.61;0.0;;11422.38;5244;False;0
ab0351;VTE3904 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-77.4165;40.2114;7338.06;False;201.64;24.73;6.5;;7307.58;3677;False;0
e8023b;ARE4018 ;Chile;2025-05-22 22:21:59;2025-05-22 22:21:59;-74.6744;4.7988;6096.0;False;200.47;304.02;0.0;;6515.1;;False;0
44028c;EJU49MG ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;-9.1432;38.7678;60.96;False;73.09;22.77;-4.23;;205.74;3350;False;0
adeca5;AAL2143 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-114.7361;33.5881;9395.46;False;259.3;99.59;2.6;;9814.56;2011;False;0
511188;MBU4QF  ;Estonia;2025-05-22 22:22:04;2025-05-22 22:22:04;2.7587;44.7342;11269.98;False;233.63;178.61;0.33;;11384.28;1132;False;0
aae32d;N800PL  ;United States;2025-05-22 22:17:19;2025-05-22 22:17:19;-80.2942;25.9124;22.86;False;63.38;86.74;-2.6;;22.86;7327;False;0
4acb02;NSZ4256 ;Sweden;2025-05-22 22:22:04;2025-05-22 22:22:04;15.0831;57.5642;11277.6;False;245.48;30.06;0.0;;11064.24;5344;False;0
a61815;N492FT  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.7116;29.2175;10363.2;False;222.5;4.77;-0.33;;10881.36;1470;False;0
4bc8c9;PGT656  ;Turkey;2025-05-22 22:19:04;2025-05-22 22:19:23;32.3727;40.1674;10058.4;False;247.82;106.03;0.0;;10363.2;;False;0
4bc8c7;PGT389B ;Turkey;2025-05-22 22:22:04;2025-05-22 22:22:04;0.897;52.0263;3550.92;False;138.12;266.58;-3.9;;3611.88;3234;False;0
c81bff;ZKJTC   ;New Zealand;2025-05-22 22:21:31;2025-05-22 22:21:31;176.734;-39.6712;91.44;False;32.43;221.78;-4.88;;144.78;;False;0
4bc8c5;PGT740  ;Turkey;2025-05-22 22:22:03;2025-05-22 22:22:04;50.6465;27.3172;10660.38;False;246.57;145.71;0.33;;11346.18;;False;0
a4757f;N387CB  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-87.9574;42.214;8854.44;False;183.16;276.13;-6.5;;8816.34;0502;False;0
a7bc8e;EJA598  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-74.8287;40.1125;1729.74;False;121.14;214.09;12.35;;1653.54;2311;False;0
ad5644;N959BW  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.6689;30.3291;731.52;False;78.28;42.6;-2.6;;777.24;4311;False;0
a950f7;N7MH    ;United States;2025-05-22 22:22:01;2025-05-22 22:22:01;-82.7788;37.4341;7513.32;False;173.77;292.08;-5.2;;7581.9;;False;0
abf008;SWA1352 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-76.6362;39.1359;312.42;False;75.95;324.37;-3.9;;243.84;2105;False;0
a4d82c;N411DK  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-111.7545;33.4675;731.52;False;48.98;53.97;2.28;;708.66;;False;0
a60505;OUA11   ;United States;2025-05-22 22:17:25;2025-05-22 22:17:25;-97.4948;35.2245;495.3;False;32.21;116.57;-2.93;;495.3;;False;0
a3425f;N309SP  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.2257;41.4308;1341.12;False;66.91;181.76;0.0;;1318.26;5356;False;0
a5f808;LXJ484  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-90.4723;38.6674;579.12;False;86.52;332.37;-0.33;;601.98;1574;False;0
adffc8;JUMP17  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-98.6241;29.329;792.48;False;138.14;248.59;9.75;;784.86;;False;0
a950eb;N7LW    ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-103.3551;37.1115;10355.58;False;208.04;306.76;-0.33;;10782.3;;False;0
e80261;LPE2235 ;Chile;2025-05-22 22:18:09;2025-05-22 22:18:09;-76.6167;-9.0986;10965.18;False;223.65;205.62;-0.33;;11696.7;;False;0
ae1fcb;G72188  ;United States;2025-05-22 22:21:33;2025-05-22 22:21:37;-106.6442;31.791;1341.12;False;39.63;330.44;-0.33;;1348.74;;False;0
a127a4;N1737E  ;United States;2025-05-22 22:19:38;2025-05-22 22:19:38;-118.415;34.2614;;True;5.66;320.62;;;;4620;False;0
adfff8;GRIM21  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-100.5208;30.0076;5288.28;False;245.8;323.08;9.1;;5570.22;;False;0
a963f7;FFT2400 ;United States;2025-05-22 22:21:54;2025-05-22 22:21:54;-84.4322;33.6387;;True;0.0;270.0;;;;2724;False;0
a73828;N5640K  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.8618;39.3508;1036.32;False;74.32;64.14;-0.33;;1043.94;;False;0
adfff5;ARCO11  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-101.0253;30.0423;5303.52;False;210.57;7.3;0.0;;5585.46;;False;0
80164c;IGO1502 ;India;2025-05-22 22:21:58;2025-05-22 22:22:02;72.8869;19.2156;3093.72;False;109.35;70.2;-2.93;;3124.2;;False;0
471efa;WMT7LB  ;Hungary;2025-05-22 22:22:04;2025-05-22 22:22:04;26.2136;44.575;472.44;False;70.85;264.17;-4.23;;541.02;;False;0
a3a538;FFT3005 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.8202;33.9872;3642.36;False;216.53;141.85;0.0;;3756.66;2062;False;0
801659;AIC112  ;India;2025-05-22 22:22:04;2025-05-22 22:22:04;76.6411;28.3383;2125.98;False;151.96;41.57;-4.55;;2118.36;;False;0
471efe;WMT1TH  ;Hungary;2025-05-22 22:22:04;2025-05-22 22:22:04;12.4206;47.5232;11292.84;False;232.08;135.18;0.0;;11346.18;6035;False;0
ac3688;SWA1066 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-98.0712;38.7851;11430.0;False;269.84;98.33;-4.88;;11750.04;3761;False;0
e80272;LPE2387 ;Chile;;2025-05-22 22:19:59;;;;False;7.46;216.56;;;;;False;0
801665;AIC102  ;India;2025-05-22 22:22:04;2025-05-22 22:22:04;-6.189;55.9658;11277.6;False;272.13;105.8;0.0;;11369.04;1166;False;0
a59529;N459SP  ;United States;2025-05-22 22:22:01;2025-05-22 22:22:04;-96.8973;32.4605;487.68;False;53.59;356.7;0.0;;457.2;5262;False;0
a4d849;FFL1112 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.7049;41.356;2164.08;False;99.54;99.22;0.0;;2080.26;;False;0
407a3f;AWC7382 ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;5.2064;45.9978;11559.54;False;220.74;325.83;0.33;;11643.36;4045;False;0
adecb6;DAL1254 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-89.6907;32.1774;9753.6;False;203.28;249.87;0.0;;10172.7;2205;False;0
a59530;SCW3013 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-87.3016;42.3051;4869.18;False;177.17;354.84;-0.65;;4823.46;0023;False;0
a3689e;DAL365  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-87.4293;41.1831;9136.38;False;256.26;125.6;0.0;;9174.48;2416;False;0
a3556f;JBU2184 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-71.1376;42.0775;1127.76;False;70.5;13.93;-4.23;;1036.32;2161;False;0
ad565a;N959CT  ;United States;2025-05-22 22:16:59;2025-05-22 22:16:59;-97.4763;35.1674;457.2;False;43.81;260.54;-1.63;;480.06;;False;0
a9c6fb;N729WM  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-123.9351;45.6897;2087.88;False;88.26;184.68;0.0;;2110.74;5206;False;0
801674;AIC2812 ;India;2025-05-22 22:22:02;2025-05-22 22:22:04;76.4256;14.9587;10668.0;False;232.76;143.99;0.0;;11315.7;;False;0
adffcf;ARCO12  ;United States;2025-05-22 22:22:02;2025-05-22 22:22:04;-101.0136;30.035;5113.02;False;233.69;7.84;6.5;;5387.34;;False;0
a5e509;N4791E  ;United States;2025-05-22 22:18:01;2025-05-22 22:18:01;-80.7113;28.1253;259.08;False;47.3;134.12;-0.65;;243.84;;False;0
abf025;SWA2803 ;United States;2025-05-22 22:17:07;2025-05-22 22:17:14;-110.5893;36.2654;10363.2;False;214.86;255.86;0.0;;10812.78;;False;0
adffcb;ETHER31 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-100.5721;29.7877;4427.22;False;244.9;287.1;2.93;;4663.44;;False;0
a3b86c;DAL2427 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.4346;33.6443;;True;6.69;143.44;;;;1750;False;0
a53ee2;UAL1260 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-105.3348;37.6396;10660.38;False;236.0;185.0;0.0;;11102.34;3543;False;0
a4c527;;United States;2025-05-22 22:21:32;2025-05-22 22:21:54;-77.256;37.4353;533.4;False;69.11;330.57;-4.23;;457.2;;False;0
505f15;TOM3ND  ;Slovakia;2025-05-22 22:22:04;2025-05-22 22:22:04;-6.1012;54.2954;2743.2;False;127.22;18.87;-3.58;;2865.12;7455;False;0
478899;VAKT101 ;Norway;2025-05-22 22:16:51;2025-05-22 22:16:51;11.1185;60.1943;;True;16.46;14.06;;;;;False;0
ac21e4;DAL809  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-94.3435;37.3784;10668.0;False;276.14;99.11;0.0;;10934.7;3652;False;0
adda1e;AAL1608 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.8787;37.1134;9753.6;False;196.13;247.81;0.0;;9875.52;2726;False;0
aae1df;N800AB  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-105.3936;39.9552;4427.22;False;160.76;254.41;10.73;;4602.48;1200;False;0
abad94;SWA3758 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.1764;35.5213;11003.28;False;201.17;224.48;-4.88;;11216.64;1527;False;0
adda1b;N992AK  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-156.1872;58.5429;2781.3;False;113.78;29.23;0.0;;2674.62;;False;0
a02a0d;N11CA   ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-84.696;34.0747;1691.64;False;66.28;105.76;-0.98;;1722.12;1200;False;0
a9a215;KEN1313 ;United States;2025-05-22 22:17:24;2025-05-22 22:17:24;-122.3012;47.532;;True;8.23;329.06;;;;;False;0
a02a1b;N11CQ   ;United States;2025-05-22 22:21:50;2025-05-22 22:21:51;-93.2899;45.2594;274.32;False;15.57;352.41;-6.18;;281.94;;False;0
a71264;N555EB  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-83.5665;30.2702;11887.2;False;209.63;212.68;0.33;;12405.36;2500;False;0
a5829d;SKW5915 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.8451;41.9128;6964.68;False;158.12;267.2;4.88;;6949.44;3336;False;0
a72590;N56LE   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.9362;41.4045;1805.94;False;124.85;304.08;0.33;;1775.46;3555;False;0
a6f23d;DAL806  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.5545;40.0847;9144.0;False;217.23;267.96;0.0;;9182.1;2750;False;0
ae74d5;ZEUS23  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.8488;35.4493;243.84;False;41.3;13.69;4.23;;205.74;;False;0
a9520b;N7YJ    ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.4402;28.4336;426.72;False;36.76;263.57;-0.65;;419.1;5242;False;0
4bc8cb;PGT746  ;Turkey;2025-05-22 22:22:04;2025-05-22 22:22:04;48.6474;29.6136;10668.0;False;245.94;153.27;0.0;;11338.56;;False;0
aded77;JBU772  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-75.9994;37.1903;10645.14;False;250.54;23.09;0.0;;10706.1;6107;False;0
a6f280;LXJ547  ;United States;2025-05-22 22:17:59;2025-05-22 22:17:59;-78.1368;24.9925;7741.92;False;248.58;124.55;0.0;;8702.04;;False;0
ad41cd;SWA3676 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.4321;33.6398;;True;0.0;275.62;;;;;False;0
ab290e;N818WF  ;United States;2025-05-22 22:19:06;2025-05-22 22:19:06;-122.2689;38.2113;15.24;False;59.27;256.45;-3.9;;15.24;6756;False;0
a15d0c;N1870G  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-91.7198;42.1217;12496.8;False;222.89;268.02;0.0;;12611.1;3240;False;0
a34291;UPS2594 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-99.2194;44.391;12199.62;False;214.08;291.57;0.0;;12344.4;2742;False;0
46b82a;AEE609  ;Greece;2025-05-22 22:22:04;2025-05-22 22:22:05;4.3369;48.2813;10668.0;False;246.22;112.87;-0.33;;10728.96;5224;False;0
46b82f;AEE910  ;Greece;2025-05-22 22:22:04;2025-05-22 22:22:04;33.0662;35.0346;3794.76;False;188.08;109.33;-11.7;;3992.88;7426;False;0
e80242;LAN575  ;Chile;2025-05-22 22:22:04;2025-05-22 22:22:04;-76.4721;-7.6372;10363.2;False;244.37;180.36;0.0;;11049.0;;False;0
a96564;N704WF  ;United States;2025-05-22 22:20:45;2025-05-22 22:22:03;-85.9695;42.0348;891.54;False;34.2;96.91;0.65;;876.3;;False;0
3c5ef5;EWG6ME  ;Germany;2025-05-22 22:22:05;2025-05-22 22:22:05;7.4204;50.6875;1333.5;False;98.6;287.3;-2.28;;1417.32;3125;False;0
a9fba2;N742TA  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-105.0085;40.4435;1584.96;False;42.95;161.13;3.9;;1607.82;;False;0
a8dbbd;PDT5732 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.6994;39.7484;10058.4;False;218.35;152.65;0.0;;10088.88;6267;False;0
c0220d;SWG7431 ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.2168;34.6341;11277.6;False;233.78;357.48;-0.33;;11513.82;;False;0
c07bbe;WJA1900 ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-96.2906;48.2673;11887.2;False;238.73;142.27;0.0;;11948.16;;False;0
a58267;EJA454  ;United States;;2025-05-22 22:21:36;;;;False;0.0;284.06;;;;;False;0
ac491d;DAL2761 ;United States;2025-05-22 22:17:39;2025-05-22 22:17:39;-94.7217;39.2384;518.16;False;69.25;13.31;-3.25;;609.6;6576;False;0
440202;TAY6LC  ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;2.8016;49.8506;8770.62;False;229.51;41.91;-4.88;;8846.82;1000;False;0
a101c3;AAL1543 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.0868;41.9966;3352.8;False;145.41;249.06;6.5;;3314.7;7230;False;0
a8584a;FFT3176 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.2922;41.5997;4084.32;False;172.43;32.08;-6.83;;4038.6;0777;False;0
a1ad44;AAY1590 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-111.4901;33.3957;2613.66;False;152.92;317.45;9.1;;2727.96;2632;False;0
c81d32;MSY20   ;New Zealand;2025-05-22 22:22:05;2025-05-22 22:22:05;175.8228;-40.8301;1577.34;False;71.38;164.96;-3.25;;1722.12;;False;0
a72554;N56HV   ;United States;2025-05-22 22:21:24;2025-05-22 22:21:25;-122.2484;37.509;;True;0.0;227.81;;;;4555;False;0
a8584c;TCF637  ;United States;2025-05-22 22:21:44;2025-05-22 22:21:44;-81.6148;28.0458;914.4;False;54.08;92.73;0.0;;944.88;;False;0
aa099e;JBU125  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.3705;33.3892;10370.82;False;222.9;197.6;0.0;;10698.48;1540;False;0
4cc2a7;ICE579  ;Iceland;2025-05-22 22:21:32;2025-05-22 22:21:32;-13.0016;41.877;9144.0;False;222.98;310.41;0.0;;9601.2;3331;False;0
a0f4b5;DAL938  ;United States;2025-05-22 22:17:13;2025-05-22 22:17:13;-73.7677;40.6406;;True;9.26;210.94;;;;3022;False;0
ab1628;SCX504  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-96.335;39.9788;11277.6;False;219.02;23.98;0.0;;11490.96;3257;False;0
aa932e;;United States;;2025-05-22 22:21:59;;;;False;63.8;89.08;-0.33;;;;False;0
a247f0;SKW3767 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-97.6799;30.2347;312.42;False;68.94;179.57;-3.58;;281.94;2731;False;0
a27d26;N26FE   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.1182;38.0962;12192.0;False;220.75;238.53;0.0;;12321.54;5616;False;0
47880d;SAS935  ;Norway;2025-05-22 22:22:04;2025-05-22 22:22:04;-117.816;45.0502;11811.0;False;227.42;209.7;5.53;;11917.68;0613;False;0
440224;EJU52YK ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;-8.9364;38.3555;2392.68;False;116.11;316.97;-4.55;;2560.32;2671;False;0
ac493f;N891CB  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.0273;36.4777;1821.18;False;79.74;283.05;-0.33;;1874.52;;False;0
a85887;JBU1586 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-79.9014;38.9096;11285.22;False;237.21;12.02;-0.33;;11323.32;1607;False;0
a6aefe;N53KJ   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-119.7002;35.7949;11887.2;False;184.73;191.4;0.0;;12298.68;;False;0
a96521;N704TP  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-95.9401;38.3445;8534.4;False;148.35;260.02;0.0;;8770.62;;False;0
a247e7;N246SP  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-85.1399;32.713;815.34;False;54.58;156.09;0.65;;815.34;;False;0
a2ba48;ENY4085 ;United States;2025-05-22 22:19:53;2025-05-22 22:19:54;-80.3163;25.8064;91.44;False;65.47;120.19;-2.93;;83.82;;False;0
a4fa16;N42JH   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-118.1639;34.0443;830.58;False;100.69;82.37;-3.9;;815.34;3373;False;0
a40d5f;TIV360  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-109.3672;38.652;12192.0;False;201.79;235.18;-0.33;;12611.1;3531;False;0
aa07f9;UAL2278 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-94.8021;43.8539;9753.6;False;213.49;306.87;0.0;;9890.76;6277;True;0
e0b218;LQKHX   ;Argentina;2025-05-22 22:20:54;2025-05-22 22:20:54;-57.9419;-34.929;205.74;False;64.92;146.31;-0.98;;312.42;0022;False;0
a2cd6c;N28UH   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-112.0358;33.8012;967.74;False;57.12;136.09;-0.33;;952.5;0522;False;0
a101f9;EJA164  ;United States;2025-05-22 22:19:00;2025-05-22 22:19:05;-110.2882;40.564;12397.74;False;287.65;102.92;-8.78;;12786.36;3656;False;0
c0482a;ROU1674 ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-80.8883;33.1262;10972.8;False;202.99;187.72;0.0;;11315.7;6312;False;0
a3ed69;DAL2004 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-116.3162;35.2313;10599.42;False;256.32;47.44;4.88;;11049.0;1050;False;0
a4c4aa;MAD406  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-83.6041;34.5184;10363.2;False;177.21;337.83;0.0;;10599.42;7226;False;0
ab5d36;N831MT  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.0319;38.7415;12192.0;False;219.02;273.37;0.0;;12336.78;3731;False;0
a0e1e8;N156QS  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-62.5781;46.227;13098.78;False;237.11;241.49;-0.33;;13266.42;;False;0
c03517;WJA718  ;Canada;2025-05-22 22:21:26;2025-05-22 22:21:26;-123.161;49.1863;;True;5.66;98.44;;;;;False;0
a00915;N101GV  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-116.6149;43.6264;1036.32;False;41.12;313.48;2.6;;1051.56;;False;0
885225;THA332  ;Thailand;2025-05-22 22:22:04;2025-05-22 22:22:04;80.3223;26.9938;10668.0;False;270.27;114.52;-0.33;;11231.88;;False;0
a88d06;EJM657  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-93.9774;30.1886;12976.86;False;225.67;290.83;-4.23;;13517.88;2710;False;0
885222;THA670  ;Thailand;2025-05-22 22:22:02;2025-05-22 22:22:04;135.8749;36.551;11269.98;False;268.56;52.47;0.0;;11818.62;3227;False;0
87455c;ANA993  ;Japan;2025-05-22 22:22:04;2025-05-22 22:22:04;137.7478;34.8651;11582.4;False;242.42;236.07;0.0;;12199.62;2234;False;0
a2cd68;TWY128  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-83.5993;42.0182;12496.8;False;274.65;82.25;0.0;;12534.9;3047;False;0
343194;VLG22BZ ;Spain;2025-05-22 22:22:04;2025-05-22 22:22:04;-0.9819;38.1192;10660.38;False;200.49;245.28;-0.33;;10965.18;0672;False;0
ac34a0;FDX6028 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;130.9286;33.297;9448.8;False;274.78;70.99;0.0;;9982.2;;False;0
a487ef;EJA391  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-77.5765;39.1834;1562.1;False;141.07;177.7;0.0;;1501.14;2354;False;0
c0481c;ROU1606 ;Canada;2025-05-22 22:20:53;2025-05-22 22:21:48;-78.4607;31.4725;11582.4;False;205.07;195.57;0.0;;12001.5;0514;False;0
a64d3e;N505HM  ;United States;2025-05-22 22:19:56;2025-05-22 22:19:56;-149.9067;60.275;1295.4;False;57.27;250.59;1.95;;1280.16;;False;0
e0b215;ARG1371 ;Argentina;2025-05-22 22:22:04;2025-05-22 22:22:05;-59.6245;-34.3026;4922.52;False;196.32;127.44;-8.13;;5135.88;6160;False;0
accd13;AAL3056 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.5981;39.158;10302.24;False;209.63;328.65;-7.8;;10347.96;6050;False;0
a88d1c;N650DY  ;United States;2025-05-22 22:21:13;2025-05-22 22:21:13;-74.0757;40.8431;76.2;False;60.8;47.4;-2.93;;30.48;4231;False;0
