icao24;callsign;origin_country;time_position;last_contact;longitude;latitude;baro_altitude;on_ground;velocity;true_track;vertical_rate;sensors;geo_altitude;squawk;spi;position_source
a77e8f;JIA5368 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-82.8853;36.2797;10965.18;False;194.32;245.61;0.0;;11094.72;5767;False;0
a16da0;N191TW  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-118.11;33.6649;1371.6;False;58.62;317.49;0.0;;1386.84;;False;0
a842ac;JIA5648 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:05;-85.8067;38.6783;9448.8;False;235.8;160.1;0.33;;9517.38;1316;False;0
a24727;JSX881  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-73.1759;41.3951;2171.7;False;109.77;328.02;0.0;;2095.5;5724;False;0
acdcc0;JSX271  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-101.0187;32.314;10668.0;False;244.64;97.01;0.33;;11193.78;;False;0
a16db9;AAL1380 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-115.1154;35.8705;2811.78;False;151.5;109.85;5.53;;2887.98;2276;False;0
ad5329;JBU1188 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-73.806;40.5798;373.38;False;68.29;30.82;-3.58;;304.8;3774;False;0
a1272d;UAL2630 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-91.9431;46.4836;10972.8;False;214.96;292.51;0.33;;10972.8;7150;False;0
a1272f;UAL437  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-89.9282;29.1096;10058.4;False;265.81;112.89;0.0;;10568.94;7324;False;0
8626cc;ANA94   ;Japan;2025-05-22 22:22:04;2025-05-22 22:22:04;136.1138;34.5895;7543.8;False;232.03;70.44;10.73;;7932.42;2172;False;0
a988f0;DAL2130 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-91.3;41.2845;10668.0;False;240.53;80.4;0.0;;10736.58;2077;False;0
ac468d;AAL2756 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.1577;34.2636;9448.8;False;252.71;159.13;6.5;;9669.78;3635;False;0
a12710;UAL2435 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-77.4561;38.9424;;True;2.83;180.0;;;;;False;0
ae6006;G20919  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.1042;39.4852;845.82;False;58.13;180.0;-0.33;;822.96;;False;0
a842e2;EJA631  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-95.5362;41.1563;13106.4;False;201.38;256.11;0.0;;13312.14;6534;False;0
a842e7;QXE2070 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-119.8556;40.4276;10668.0;False;209.07;177.46;-0.33;;10965.18;;False;0
738102;ELY021  ;Israel;2025-05-22 22:22:04;2025-05-22 22:22:04;34.5931;32.0339;2103.12;False;140.01;284.9;7.8;;2186.94;1152;False;0
ac335b;SWA2988 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.4461;41.3771;1798.32;False;101.86;72.66;0.33;;1783.08;1120;False;0
896191;UAE93P  ;United Arab Emirates;2025-05-22 22:22:04;2025-05-22 22:22:04;22.6707;43.6488;11887.2;False;263.63;101.59;0.33;;12100.56;1031;False;0
a9fb04;N742LT  ;United States;2025-05-22 22:19:30;2025-05-22 22:19:30;-92.2134;31.0009;2423.16;False;69.92;348.11;0.0;;2506.98;;False;0
8a05c4;CTV430  ;Indonesia;2025-05-22 22:22:04;2025-05-22 22:22:04;113.5939;-6.4522;8724.9;False;222.55;25.02;7.48;;9319.26;;False;0
ab0069;TKM66   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.0573;29.942;6096.0;False;225.88;130.47;-0.98;;6362.7;;False;0
a90e61;PDT5737 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.4443;33.2604;7917.18;False;222.97;191.31;-0.65;;8168.64;;False;0
adb656;AAL1973 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-104.7285;33.4767;11887.2;False;244.44;147.11;-0.33;;12428.22;3325;False;0
89618b;UAE232  ;United Arab Emirates;2025-05-22 22:22:04;2025-05-22 22:22:04;-0.0771;39.1649;11582.4;False;274.78;107.99;-0.33;;11841.48;0571;False;0
3c4b21;DLH431  ;Germany;2025-05-22 22:22:04;2025-05-22 22:22:04;-87.7529;42.6759;4648.2;False;210.94;37.57;3.58;;4602.48;5661;False;0
a04db6;N119AV  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-117.7139;33.6327;1554.48;False;53.35;353.35;0.33;;1546.86;;False;0
ad533d;JSX511  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-93.3427;31.5415;10972.8;False;190.59;291.37;0.0;;11475.72;2170;False;0
a1270a;UAL1632 ;United States;2025-05-22 22:22:00;2025-05-22 22:22:04;-90.419;14.9418;3924.3;False;143.05;234.37;-0.33;;4152.9;2445;False;0
a1270b;UAL436  ;United States;2025-05-22 22:22:05;2025-05-22 22:22:05;-81.3347;40.7193;6507.48;False;216.73;285.98;4.88;;6477.0;;False;0
ada354;N978WC  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-120.6618;37.8952;1524.0;False;60.42;128.43;0.0;;1524.0;;False;0
ac337e;SWA3819 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-89.6376;39.2817;9898.38;False;223.94;15.73;-4.88;;9997.44;4043;False;0
a12778;UAL2353 ;United States;2025-05-22 22:21:37;2025-05-22 22:21:38;-94.065;29.8544;6400.8;False;217.11;90.68;7.8;;6720.84;4002;False;0
a735d7;ASA582  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-120.528;39.4575;10972.8;False;237.02;344.52;0.0;;11285.22;1063;False;0
a2dda1;JBU1785 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.0285;41.494;7307.58;False;202.06;247.55;-0.65;;7269.48;7337;False;0
a4c2ad;JBU1620 ;United States;2025-05-22 22:21:50;2025-05-22 22:21:52;-71.0174;42.3677;;True;0.0;213.75;;;;;False;0
896177;UAE2LK  ;United Arab Emirates;2025-05-22 22:22:04;2025-05-22 22:22:04;27.3698;43.5473;11277.6;False;260.14;118.59;0.0;;11475.72;1141;False;0
a04dfa;DAL1210 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-113.5411;37.8385;10363.2;False;221.91;198.94;0.0;;10767.06;;False;0
a64b32;N5040P  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.7253;32.816;800.1;False;52.69;296.06;-0.33;;800.1;;False;0
adb680;N983CE  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-110.0692;37.4949;11887.2;False;254.12;73.66;0.0;;12344.4;1022;False;0
a4870d;FFT2741 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-78.8793;37.2447;10347.96;False;212.16;216.62;-0.33;;10401.3;3006;False;0
a988cc;SKW4907 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.5698;42.1317;8229.6;False;255.81;91.84;0.0;;8244.84;3530;False;0
ac205f;SWA3020 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-104.8288;40.1894;2423.16;False;112.62;48.52;0.0;;2491.74;6335;False;0
a5f5bf;SWA953  ;United States;2025-05-22 22:22:05;2025-05-22 22:22:05;-86.1689;30.4176;10972.8;False;195.49;270.45;0.0;;11452.86;1041;False;0
a748f8;GJS4530 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-90.9583;39.1233;9144.0;False;208.14;226.4;0.0;;9273.54;7316;False;0
a48713;LXJ391  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-112.0887;42.4342;13106.4;False;193.7;176.96;0.0;;13357.86;;False;0
a23434;;United States;;2025-05-22 22:20:30;;;;False;27.75;349.32;0.98;;;;False;0
ae6014;KNIFE24 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-118.103;33.9188;327.66;False;76.76;3.07;-0.65;;297.18;;False;0
adb65b;DAL1539 ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-87.978;34.1938;9753.6;False;189.45;279.69;0.0;;10081.26;7125;False;0
a28dc8;UAL59   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-122.2501;39.3901;10668.0;False;223.43;207.57;0.0;;10965.18;;False;0
ab38a1;DAL2157 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.842;43.7068;9410.7;False;235.41;332.26;3.9;;9357.36;;False;0
a12753;UAL1909 ;United States;2025-05-22 22:20:14;2025-05-22 22:22:01;-74.171;40.6931;;True;0.06;208.12;;;;2426;False;0
a9b39e;NKS2348 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-92.3096;44.2806;6835.14;False;237.07;120.52;7.48;;6873.24;;False;0
ad4062;;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-79.1217;35.5653;403.86;False;36.06;312.11;2.28;;335.28;;False;0
a77e75;N582MM  ;United States;2025-05-22 22:22:00;2025-05-22 22:22:00;-111.9059;33.6279;;True;9.26;45.0;;;;;True;0
a12758;UAL661  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-77.2912;38.0448;10972.8;False;251.58;32.81;-0.33;;11010.9;3741;False;0
ac2082;SWA3231 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-115.1568;36.0758;;True;6.94;315.0;;;;;False;0
40690c;EZY63VM ;United Kingdom;2025-05-22 22:22:04;2025-05-22 22:22:04;7.1872;43.7576;11582.4;False;212.1;319.82;0.0;;11681.46;4003;False;0
c044c8;RS270   ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-106.2393;53.4681;6096.0;False;128.61;200.61;0.0;;6141.72;;False;0
841c48;JAL11   ;Japan;2025-05-22 22:22:04;2025-05-22 22:22:04;-146.5854;60.7317;10972.8;False;253.5;282.54;0.0;;10828.02;;False;0
a4d5fb;N410V   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-90.5765;38.8139;358.14;False;69.25;13.31;4.55;;365.76;1200;False;0
a842a9;NKS2240 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.0636;36.916;8534.4;False;199.22;238.73;0.0;;8671.56;7016;False;0
a722b1;AAL2376 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-104.0308;32.0932;10355.58;False;220.09;277.66;-0.33;;10881.36;2432;False;0
aa4e47;SKW4927 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-113.2976;33.0615;9570.72;False;253.34;101.24;-8.13;;10043.16;7272;False;0
505d58;EXS6W   ;Slovakia;2025-05-22 22:22:04;2025-05-22 22:22:04;2.889;51.2683;11582.4;False;211.1;290.25;0.0;;11590.02;3570;False;0
af8023;EVAL88  ;United States;;2025-05-22 22:21:57;;;914.4;False;66.21;67.62;-0.33;;;6331;False;0
a4c2f8;AAL3046 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-91.3192;37.0298;9151.62;False;198.77;281.95;0.0;;9380.22;0006;False;0
ab38aa;DAL2654 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.2773;43.0964;11582.4;False;231.96;329.62;0.33;;11628.12;7131;False;0
adb695;TG56    ;United States;2025-05-22 22:22:01;2025-05-22 22:22:02;-104.5935;38.3608;1950.72;False;62.33;318.68;-0.33;;1996.44;;False;0
a9a082;N71949  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-90.5425;35.0417;12192.0;False;201.78;255.08;0.0;;12542.52;1602;False;0
a868f7;PDT5810 ;United States;2025-05-22 22:19:27;2025-05-22 22:19:44;-75.3218;39.8516;281.94;False;63.26;75.4;-4.23;;205.74;6527;False;0
c059d7;BBA12   ;Canada;;2025-05-22 22:21:54;;;;False;0.19;42.19;;;;;False;0
7c6257;TPL     ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;152.8513;-26.7832;1188.72;False;48.23;168.93;2.28;;1264.92;1200;False;0
a9fb92;SKW4933 ;United States;2025-05-22 22:21:48;2025-05-22 22:21:48;-87.9103;41.9723;;True;9.77;90.0;;;;3056;False;0
a40aa8;N36HF   ;United States;;2025-05-22 22:22:03;;;;False;77.83;245.81;-0.33;;;;False;0
50010b;TAG02   ;San Marino;2025-05-22 22:22:04;2025-05-22 22:22:04;102.5906;3.6261;6911.34;False;220.21;60.62;7.8;;7330.44;;False;0
a48759;JRE391  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-90.4355;31.5485;12496.8;False;266.18;58.68;-0.33;;12992.1;;False;0
45217e;AIZ992  ;Bulgaria;2025-05-22 22:22:04;2025-05-22 22:22:04;10.5244;40.2233;11887.2;False;271.5;101.59;0.0;;12108.18;1212;False;0
3944f5;AFR1430 ;France;2025-05-22 22:22:04;2025-05-22 22:22:04;1.3705;45.3531;11269.98;False;227.38;192.81;0.0;;11323.32;7632;False;0
a3a43f;N33368  ;United States;2025-05-22 22:19:59;2025-05-22 22:19:59;-88.1291;41.688;205.74;False;35.53;357.51;-2.28;;198.12;1200;False;0
ab5bb1;SWA4110 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-104.6889;38.8028;;True;8.75;270.0;;;;1566;False;0
a77dae;DAL2139 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:05;-91.0724;44.1524;9441.18;False;252.81;121.94;0.0;;9471.66;6633;False;0
a12796;UAL336  ;United States;2025-05-22 22:17:41;2025-05-22 22:17:41;-90.3332;38.7355;198.12;False;74.93;302.38;-3.9;;213.36;2166;False;0
a12798;;United States;2025-05-22 22:21:55;2025-05-22 22:21:55;-123.1745;49.1992;;True;0.45;78.75;;;;;False;0
a03af6;N1139L  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-94.6726;36.2713;2377.44;False;73.48;213.58;-0.33;;2438.4;;False;0
a27abd;UPS5354 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.4024;32.0035;10066.02;False;251.08;179.06;0.0;;10439.4;3000;False;0
7c0bda;CMK     ;Australia;2025-05-22 22:22:04;2025-05-22 22:22:04;151.9705;-29.4716;9144.0;False;159.34;211.53;0.0;;9525.0;1165;False;0
ab2883;EJA818  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-74.3354;40.681;640.08;False;99.17;59.44;0.0;;556.26;2243;False;0
a3b796;DAL32   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-97.0303;32.7652;1143.0;False;136.33;180.22;13.98;;1165.86;2356;False;0
a28de3;ASA378  ;United States;2025-05-22 22:19:39;2025-05-22 22:19:39;-76.6671;39.1693;76.2;False;76.55;323.75;-3.9;;38.1;6712;False;0
ac8ed9;N908WA  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-80.2871;25.9981;213.36;False;36.53;90.81;0.33;;205.74;;False;0
aaf53a;JBU1794 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-79.6786;25.435;10668.0;False;259.8;62.27;0.0;;11262.36;;False;0
a0f44c;DAL416  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:03;-93.8411;47.9628;9753.6;False;216.82;315.77;0.0;;9768.84;7414;False;0
a11478;N169PX  ;United States;2025-05-22 22:16:59;2025-05-22 22:18:31;-120.4495;37.262;548.64;False;47.33;322.51;-0.98;;754.38;;False;0
7cc529;R7788   ;Australia;;2025-05-22 22:22:04;;;213.36;False;19.64;225.0;2.93;;266.7;1200;False;0
ac353a;N886MH  ;United States;2025-05-22 22:19:14;2025-05-22 22:19:14;-114.3654;36.0646;1127.76;False;72.07;87.95;-1.95;;1074.42;;False;0
440184;AUA66   ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.6893;44.5536;10660.38;False;268.01;41.03;0.0;;10614.66;5640;False;0
440181;EJU7006 ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;-4.5173;39.9119;11894.82;False;238.9;185.81;0.33;;12161.52;5237;False;0
ae1eb7;RNGR831 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-97.9085;28.5487;5463.54;False;92.38;301.57;-0.33;;5768.34;4605;False;0
ae1eb8;SH051   ;United States;2025-05-22 22:19:34;2025-05-22 22:22:04;-89.4251;30.5691;914.4;False;82.95;23.39;1.63;;960.12;6276;False;0
ac221b;TCF881  ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-80.5312;27.9062;1051.56;False;59.54;170.05;-0.65;;1082.04;;False;0
a04f27;N119RP  ;United States;2025-05-22 22:21:10;2025-05-22 22:21:11;-118.319;33.9236;83.82;False;39.18;266.24;-2.28;;53.34;;False;0
a35481;N3131R  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-149.337;61.6027;274.32;False;59.7;222.9;0.0;;266.7;;False;0
a88b86;N65MT   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-86.8939;36.1601;213.36;False;53.65;14.44;-3.25;;243.84;5563;False;0
45213e;AMQ4015 ;Bulgaria;2025-05-22 22:18:07;2025-05-22 22:18:15;19.164;50.4758;579.12;False;64.31;270.46;-3.58;;609.6;2375;False;0
ae1eae;RNGR712 ;United States;2025-05-22 22:21:20;2025-05-22 22:21:20;-97.2806;27.7072;281.94;False;68.45;312.56;-0.65;;266.7;;False;0
440171;EJU74AV ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;-7.4494;38.5674;11277.6;False;262.82;195.21;0.0;;11650.98;6736;False;0
7cc57f;8851    ;Australia;;2025-05-22 22:22:04;;;579.12;False;48.37;150.71;0.33;;617.22;1200;False;0
ac4888;SWA2390 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-88.9572;34.9451;11277.6;False;268.16;75.22;0.0;;11582.4;7075;False;0
a40acb;N36JR   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-111.9236;32.8781;1188.72;False;53.39;57.99;-0.65;;1188.72;1200;False;0
a88b6b;N65LR   ;United States;2025-05-22 22:22:03;2025-05-22 22:22:04;-98.5229;37.8801;12496.8;False;190.68;273.4;0.0;;12870.18;;False;0
a39ada;EDV5519 ;United States;2025-05-22 22:22:05;2025-05-22 22:22:05;-88.8425;32.197;10363.2;False;212.44;241.82;0.0;;10789.92;1611;False;0
45216b;MGH4603 ;Bulgaria;2025-05-22 22:22:04;2025-05-22 22:22:04;22.1983;49.6216;9768.84;False;243.78;6.3;0.0;;9883.14;1000;False;0
a2ddfa;N284MR  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-95.2818;34.771;3634.74;False;97.21;336.28;-0.33;;3779.52;;False;0
452179;SEU7112 ;Bulgaria;2025-05-22 22:22:04;2025-05-22 22:22:04;28.0572;41.7571;9753.6;False;220.08;315.09;-0.33;;9997.44;6167;False;0
c0219c;ACA7081 ;Canada;2025-05-22 22:16:58;2025-05-22 22:17:01;-86.3817;47.5964;11277.6;False;240.16;121.51;0.0;;11178.54;;False;0
ac8efa;EDV5460 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-77.8808;35.1172;10668.0;False;263.41;39.69;0.0;;10866.12;6213;False;0
ada51e;ASA312  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-101.7974;43.7664;9753.6;False;198.16;295.03;0.0;;9966.96;7067;False;0
a34130;N309EL  ;United States;2025-05-22 22:21:59;2025-05-22 22:22:01;-73.8554;41.635;2164.08;False;114.18;260.67;0.0;;2087.88;7015;False;0
44017c;EJU476U ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;6.3621;43.5219;3421.38;False;162.21;99.49;-3.58;;3512.82;1000;False;0
aaf588;N805ME  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-92.0008;38.2612;9448.8;False;187.57;71.61;0.0;;9624.06;1757;False;0
ae1ed7;BOMR742 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-96.6217;30.6611;640.08;False;103.45;95.99;0.98;;655.32;5224;False;0
a3411f;DAL1724 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-73.3079;41.6707;10637.52;False;222.65;216.92;2.28;;10629.9;1467;False;0
8a03ae;CTV212  ;Indonesia;2025-05-22 22:22:04;2025-05-22 22:22:04;107.5161;-6.4264;7231.38;False;207.25;104.52;6.83;;7680.96;;False;0
440189;BCS48B  ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;12.63;51.4533;1203.96;False;112.09;241.79;-2.28;;1234.44;1000;False;0
440196;FDX4725 ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;10.3728;49.3027;11582.4;False;214.27;291.7;0.0;;11605.26;1000;False;0
a23494;JSX407  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-111.8579;33.8101;1722.12;False;111.94;193.01;-3.25;;1767.84;;False;0
440193;TAY2BR  ;Austria;2025-05-22 22:22:04;2025-05-22 22:22:04;2.948;48.8843;4617.72;False;188.25;312.45;-4.88;;4701.54;1000;False;0
452169;AIZ272  ;Bulgaria;2025-05-22 22:22:04;2025-05-22 22:22:04;19.4965;38.3635;10668.0;False;259.4;109.94;0.98;;11010.9;1425;False;0
ad6881;NKS2513 ;United States;2025-05-22 22:20:52;2025-05-22 22:20:52;-117.5358;37.7913;9989.82;False;225.88;139.53;-4.55;;10431.78;;False;0
a9510f;N7NG    ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-97.5231;27.1629;2750.82;False;67.49;33.81;0.0;;2880.36;;False;0
471dba;WZZ948  ;Hungary;2025-05-22 22:22:03;2025-05-22 22:22:03;19.2634;47.4369;;True;7.2;222.19;;;;1000;False;0
a95128;N7PG    ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-84.8647;38.713;1661.16;False;113.53;51.62;-8.13;;1630.68;5544;False;0
39ca85;SAMU28  ;France;2025-05-22 22:15:44;2025-05-22 22:17:15;1.4053;48.6825;396.24;False;33.19;341.0;-2.93;;495.3;;False;0
a3c9a1;DAL2443 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-79.3258;42.489;9593.58;False;228.6;272.32;-4.88;;9563.1;3334;False;0
44012f;AUA87   ;Austria;2025-05-22 22:21:24;2025-05-22 22:21:24;-66.7106;48.5499;11582.4;False;237.66;215.31;-0.33;;11689.08;;False;0
452112;BCS487  ;Bulgaria;2025-05-22 22:22:04;2025-05-22 22:22:04;10.9213;53.8954;10972.8;False;225.17;211.55;-0.33;;10797.54;0751;False;0
adb6cb;CFS7669 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-123.7148;44.6287;2072.64;False;78.01;77.43;0.0;;2095.5;;False;0
c0478d;CGBCM   ;Canada;2025-05-22 22:21:52;2025-05-22 22:21:54;-123.247;49.1791;106.68;False;68.75;103.41;0.0;;137.16;;False;0
a126c4;UAL1065 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-79.7827;37.6505;9753.6;False;215.47;237.18;0.0;;9768.84;5125;True;0
a126c6;UAL1641 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-116.071;33.6619;8412.48;False;261.76;77.63;5.53;;8816.34;7354;False;0
a9a103;N7198Y  ;United States;2025-05-22 22:21:53;2025-05-22 22:22:04;-120.6097;35.6752;2286.0;False;84.45;157.81;0.65;;2362.2;;False;0
a4b16c;N401MA  ;United States;2025-05-22 22:19:41;2025-05-22 22:19:41;-112.9341;39.0792;8534.4;False;148.42;196.93;0.0;;8839.2;0530;False;0
ac20e7;SWA686  ;United States;2025-05-22 22:19:00;2025-05-22 22:19:00;-89.082;32.7342;9753.6;False;204.98;301.97;0.0;;10134.6;6536;False;0
acdf9a;AAL1659 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-116.2245;33.489;7901.94;False;268.07;90.99;2.28;;8275.32;1026;False;0
c03493;TSC399  ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-72.0564;40.8248;9761.22;False;238.1;344.97;-0.33;;9745.98;4011;False;0
ae0c5b;PAT21   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-77.6491;38.8208;335.28;False;46.57;286.03;0.0;;251.46;;False;0
a5e48a;SWA4453 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-121.5874;38.5202;2171.7;False;135.95;321.92;-6.5;;2232.66;7723;False;0
a6049b;SWA2780 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-122.4115;45.0338;11582.4;False;231.91;350.04;0.0;;11681.46;;False;0
a40afd;N36LR   ;United States;2025-05-22 22:19:55;2025-05-22 22:19:55;-118.5321;35.1541;3200.4;False;76.06;329.97;0.33;;3307.08;1354;False;0
a3c9c5;AAL1339 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-83.8128;41.3663;7284.72;False;233.29;206.17;7.48;;7261.86;;False;0
a9b402;SKW4820 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-93.7258;34.1789;10363.2;False;196.55;271.05;0.33;;10774.68;1344;False;0
a8313f;N627LG  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-106.0566;36.8947;11582.4;False;225.35;196.04;0.33;;12031.98;3235;False;0
a5818b;LXJ454  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:05;-86.4456;31.5536;8130.54;False;236.45;171.87;-14.31;;8450.58;2627;False;0
ae0c71;R26524  ;United States;2025-05-22 22:21:42;2025-05-22 22:22:03;-85.6332;37.6695;609.6;False;67.96;113.65;-1.95;;594.36;;False;0
a8daa7;N67PC   ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.5757;42.0281;10607.04;False;213.36;284.24;-7.48;;10599.42;2661;False;0
c03487;WJA1224 ;Canada;2025-05-22 22:22:04;2025-05-22 22:22:04;-81.2649;30.3817;9547.86;False;224.83;176.06;-7.8;;9989.82;1362;False;0
a04f49;SKW5540 ;United States;2025-05-22 22:21:26;2025-05-22 22:21:26;-97.5906;35.4034;;True;1.03;0.0;;;;;False;0
a3ff26;DAL753  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-112.0572;34.3851;10363.2;False;216.9;275.03;0.33;;10843.26;3347;False;0
471db5;WZZ95BL ;Hungary;2025-05-22 22:22:04;2025-05-22 22:22:04;25.1372;45.2891;10675.62;False;244.58;121.58;0.0;;10873.74;4253;False;0
471db9;WZZ5ND  ;Hungary;2025-05-22 22:22:04;2025-05-22 22:22:04;13.5422;47.5619;10652.76;False;220.67;120.39;0.0;;10728.96;1162;False;0
471db0;WZZ1CZ  ;Hungary;2025-05-22 22:22:04;2025-05-22 22:22:04;13.8211;45.5011;10965.18;False;233.21;70.01;0.33;;11071.86;5211;False;0
a126ea;UAL2654 ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-106.8893;37.4176;10972.8;False;202.26;248.98;-0.33;;11414.76;1022;False;0
c07aa4;WJA114  ;Canada;2025-05-22 22:20:05;2025-05-22 22:20:05;-114.007;51.129;;True;2.83;275.62;;;;7074;False;0
a8eda9;N6745P  ;United States;2025-05-22 22:20:39;2025-05-22 22:20:56;-116.896;33.0256;640.08;False;44.88;61.97;0.33;;617.22;;False;0
a64ac7;KPO504  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-74.8107;42.1168;5791.2;False;163.99;119.3;0.0;;5737.86;0110;False;0
a5945e;MVP752  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-85.0044;38.3294;10058.4;False;196.78;275.1;-0.33;;10119.36;0336;False;0
a41f37;DAL877  ;United States;2025-05-22 22:22:04;2025-05-22 22:22:04;-115.3349;47.5988;10370.82;False;221.56;275.06;0.0;;10386.06;;False;0
781aa6;CES561  ;China;2025-05-22 22:22:04;2025-05-22 22:22:04;151.1546;-34.2336;1272.54;False;101.95;76.88;-6.18;;1341.12;7443;False;0
